RegionName,State,Metro,CountyName,SizeRank,Jan-19,Feb-19,Mar-19,Apr-19,May-19
Little Elm,TX,Dallas-Fort Worth-Arlington,Denton County,1086,319945,313990,314945,319000,319000
La Mirada,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1087,580000,579000,582450,580000,579000
Cypress,CA,Los Angeles-Long Beach-Anaheim,Orange County,1088,649900,647450,649900,659900,679900
Mount Juliet,TN,Nashville-Davidson--Murfreesboro--Franklin,Wilson County,1089,408000,395900,402990,403845,391548.5
Revere,MA,Boston-Cambridge-Newton,Suffolk County,1090,370000,382450,4.00E+05,399000,419000
Milford,CT,New Haven-Milford,New Haven County,1091,290000,299999,310950,329800,329400
Cerritos,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1092,749000,741500,748000,748500,744450
Parsippany-Troy Hills,NJ,New York-Newark-Jersey City,Morris County,1093,419900,435000,449000,449999,445000
Eastvale,CA,Riverside-San Bernardino-Ontario,Riverside County,1094,568500,565000,573750,585000,585000
San Jacinto,CA,Riverside-San Bernardino-Ontario,Riverside County,1095,290000,290000,295000,297950,299900
Pinellas Park,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,1096,198000,199450,2.00E+05,205000,199700
Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange County,1097,595000,598000,599500,598500,588750
Mount Pleasant,MI,Mount Pleasant,Isabella County,1098,165000,159000,157900,169000,165900
Milwaukie,OR,Portland-Vancouver-Hillsboro,Clackamas County,1099,376500,379900,389250,392250,398000
Niagara Falls,NY,Buffalo-Cheektowaga-Niagara Falls,Niagara County,1100,64900,67500,66610,69900,69900
Methuen,MA,Boston-Cambridge-Newton,Essex County,1101,399900,402500,369900,379900,374421
Diamond Bar,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1102,715000,715000,716500,725000,715000
Cedar Hill,TX,Dallas-Fort Worth-Arlington,Dallas County,1103,234500,234949.5,238250,237000,234900
Hoffman Estates,IL,Chicago-Naperville-Elgin,Cook County,1104,289950,298500,299500,299000,294917
Martinez,CA,San Francisco-Oakland-Hayward,Contra Costa County,1105,555000,568000,575000,599900,585000
Kaneohe,HI,Urban Honolulu,Honolulu County,1106,754500,748089,699000,707500,722888
New Albany,IN,Louisville/Jefferson County,Floyd County,1107,140899.5,144900,154500,149997.5,159300
Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,1108,929000,935000,958000,954815,944039.5
Galveston,TX,Houston-The Woodlands-Sugar Land,Galveston County,1109,276500,285000,289000,289000,285000
Florence,KY,Cincinnati,Boone County,1110,182250,189900,2.00E+05,189900,189500
Roseburg,OR,Roseburg,Douglas County,1111,259900,259000,269000,278000,275450
Parkersburg,WV,Parkersburg-Vienna,Wood County,1112,114900,115000,124400,125000,124450
Highland,CA,Riverside-San Bernardino-Ontario,San Bernardino County,1113,349998,359950,359900,376500,364800
Bedford,TX,Dallas-Fort Worth-Arlington,Tarrant County,1114,271950,274950,275000,275000,274999
Claremore,OK,Tulsa,Rogers County,1115,169220,169900,179000,174300,176645
Del Rio,TX,Del Rio,Val Verde County,1115,177450,174000,179900,179500,189000
Kannapolis,NC,Charlotte-Concord-Gastonia,Cabarrus County,1117,169000,174900,174900,184900,182200
Lawrence,IN,Indianapolis-Carmel-Anderson,Marion County,1118,174990,186000,184950,184900,179900
Crestview,FL,Crestview-Fort Walton Beach-Destin,Okaloosa County,1119,198500,197500,204900,209450,209900
Elmira,NY,Elmira,Chemung County,1120,79900,79900,82500,88250,89000
Pine Bluff,AR,Pine Bluff,Jefferson County,1121,75000,77000,84000,81900,75000
Harrisburg,PA,Harrisburg-Carlisle,Dauphin County,1122,59000,59000,62900,67500,67250
Longview,WA,Longview,Cowlitz County,1123,249975,259900,252000,259000,259000
Portage,MI,Kalamazoo-Portage,Kalamazoo County,1124,229000,229000,247595,247595,249500
Potomac,MD,Washington-Arlington-Alexandria,Montgomery County,1125,1279000,1250000,1244000,1249500,1249000
Fort Washington,MD,Washington-Arlington-Alexandria,Prince Georges County,1126,327550,325000,325000,329900,339900
Grand Blanc,MI,Flint,Genesee County,1127,217900,224999.5,225000,227900,235000
Vicksburg,MS,Vicksburg,Warren County,1128,149250,145000,148450,145000,138051
Draper,UT,Salt Lake City,Salt Lake County,1129,610000,594990,587495,609000,599000
Murray,UT,Salt Lake City,Salt Lake County,1130,329000,334900,334900,348950,341500
Littleton,CO,Denver-Aurora-Lakewood,Arapahoe County,1131,515000,519490,523940,519745,524900
Cartersville,GA,Atlanta-Sandy Springs-Roswell,Bartow County,1132,205900,209900,209900,205000,211900
Freehold,NJ,New York-Newark-Jersey City,Monmouth County,1133,415000,409000,425000,429900,429900
San Tan Valley,AZ,Phoenix-Mesa-Scottsdale,Pinal County,1134,235950,235000,235000,236995,237000
Kernersville,NC,Winston-Salem,Forsyth County,1135,255856,260552.5,264155,264394,262508.5
Rowlett,TX,Dallas-Fort Worth-Arlington,Dallas County,1136,273000,275000,279500,288990,289900
Middletown,CT,Hartford-West Hartford-East Hartford,Middlesex County,1137,2.00E+05,199900,228000,224990,235000
Hammond,LA,Hammond,Tangipahoa Parish,1138,196892.5,192500,192250,195000,191850
Joplin,MO,Joplin,Jasper County,1139,128750,130000,130000,129900,129900
Morgan Hill,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1140,959000,939400,988000,979900,977449.5
Saint Louis Park,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,1141,306388.5,319900,319900,317500,319900
Wauwatosa,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,1142,230950,250000,258950,259900,262450
Bloomfield,NJ,New York-Newark-Jersey City,Essex County,1143,3.00E+05,305000,318655,325000,319900
Collierville,TN,Memphis,Shelby County,1144,468924,478000,479000,474900,469900
Roseville,MI,Detroit-Warren-Dearborn,Macomb County,1145,94900,94900,98700,97500,99900
Starkville,MS,Starkville,Oktibbeha County,1146,249900,253900,249900,247500,245000
Spanaway,WA,Seattle-Tacoma-Bellevue,Pierce County,1147,3.00E+05,3.00E+05,302000,305000,309950
Ithaca,NY,Ithaca,Tompkins County,1148,250000,274000,289450,292450,325000
East Providence,RI,Providence-Warwick,Providence County,1149,257200,259900,256700,259900,259000
Minnetonka,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,1150,399900,392950,385000,389900,399000
Burien,WA,Seattle-Tacoma-Bellevue,King County,1151,447000,450000,459800,465000,459950
Redford,MI,Detroit-Warren-Dearborn,Wayne County,1152,99900,99900,104000,99900,109900
Zephyrhills,FL,Tampa-St. Petersburg-Clearwater,Pasco County,1153,199990,184950,195000,190000,191990
Elmhurst,IL,Chicago-Naperville-Elgin,DuPage County,1154,525000,537999,534950,519950,509000
Chester,VA,Richmond,Chesterfield County,1155,299000,293950,298750,303000,299000
Dunwoody,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,1156,498959,493900,485586.5,478963,488418
West Orange,NJ,New York-Newark-Jersey City,Essex County,1157,407500,399900,409500,427000,419000
Mount Vernon,WA,Mount Vernon-Anacortes,Skagit County,1158,359750,369000,379990,379990,375000
Eureka,CA,Eureka-Arcata-Fortuna,Humboldt County,1159,319900,299000,324750,319900,328000
Brighton,MI,Detroit-Warren-Dearborn,Livingston County,1160,319450,319000,338445,334900,334900
Hinesville,GA,Hinesville,Liberty County,1161,138000,145000,140000,145000,148495
Sherman,TX,Sherman-Denison,Grayson County,1162,220000,219500,219000,223520,223647
Mentor,OH,Cleveland-Elyria,Lake County,1163,189900,189900,179900,184900,182447.5
London,KY,London,Laurel County,1164,169000,177900,177900,176450,174900
Dekalb,IL,Chicago-Naperville-Elgin,DeKalb County,1165,153900,151950,157500,156000,155000
Gallatin,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,1166,319900,309900,317450,314999.5,309990
Prattville,AL,Montgomery,Autauga County,1167,215900,213900,219900,229900,229900
Perinton,NY,Rochester,Monroe County,1168,229900,249900,262900,269900,265450
Clarkston,MI,Detroit-Warren-Dearborn,Oakland County,1169,345000,369000,379900,379450,374000
Bonney Lake,WA,Seattle-Tacoma-Bellevue,Pierce County,1170,456223,465900,469950,475000,475000
Hobbs,NM,Hobbs,Lea County,1171,215000,218500,217250,217250,225000
Lakewood,OH,Cleveland-Elyria,Cuyahoga County,1172,184900,184900,179900,193000,202000
East Brunswick,NJ,New York-Newark-Jersey City,Middlesex County,1173,370000,379000,384950,399450,399900
Orangeburg,SC,Orangeburg,Orangeburg County,1174,112000,119220,119500,115000,116500
Rocky Mount,NC,Rocky Mount,Nash County,1175,118500,119500,129900,118500,119500
Brea,CA,Los Angeles-Long Beach-Anaheim,Orange County,1176,719394,739888,749999,749900,732000
Wylie,TX,Dallas-Fort Worth-Arlington,Collin County,1177,320495,326990,325000,319900,310990
Auburn,CA,Sacramento--Roseville--Arden-Arcade,Placer County,1178,494500,509000,526000,534500,539900
Bloomfield Hills,MI,Detroit-Warren-Dearborn,Oakland County,1179,590000,625000,649000,624900,624950
Port Richey,FL,Tampa-St. Petersburg-Clearwater,Pasco County,1180,129600,129900,129900,130000,132550
Richmond,IN,Richmond,Wayne County,1181,82900,83086,79900,78950,82700
Granbury,TX,Dallas-Fort Worth-Arlington,Hood County,1182,284900,289000,299900,299700,310000
Kapolei,HI,Urban Honolulu,Honolulu County,1183,629000,629750,630247,639000,630000
Issaquah,WA,Seattle-Tacoma-Bellevue,King County,1184,699999.5,699450,709950,725000,770000
Evans,GA,Augusta-Richmond County,Columbia County,1185,286900,289900,284120,291625,284930
Hilo,HI,Hilo,Hawaii County,1186,365000,370000,385000,383000,385000
Thibodaux,LA,Houma-Thibodaux,Lafourche Parish,1187,225000,224085,210900,214490,208020
Evesham,NJ,Philadelphia-Camden-Wilmington,Burlington County,1188,265000,269450,275000,284950,282450
Southaven,MS,Memphis,DeSoto County,1189,209900,211450,219900,210900,209500
Katy,TX,Houston-The Woodlands-Sugar Land,Harris County,1190,317490,318300,308990,315000,315990
Fuquay Varina,NC,Raleigh,Wake County,1191,299900,297325,294900,299900,299700
Desert Hot Springs,CA,Riverside-San Bernardino-Ontario,Riverside County,1192,235750,239000,239900,240000,240000
Logan,UT,Logan,Cache County,1193,235250,241325,235250,257250,255000
Yorktown,VA,Virginia Beach-Norfolk-Newport News,York County,1194,319700,320957.5,337000,350000,347895
Seguin,TX,San Antonio-New Braunfels,Guadalupe County,1195,289900,289925,276900,288950,284950
Blue Springs,MO,Kansas City,Jackson County,1196,224000,226450,227900,221500,216500
Clovis,NM,Clovis,Curry County,1197,176900,175000,185000,185000,185000
Jonesboro,GA,Atlanta-Sandy Springs-Roswell,Clayton County,1198,144900,147000,147000,148284,148200
Shakopee,MN,Minneapolis-St. Paul-Bloomington,Scott County,1199,324900,325000,335900,349000,334900
West Seneca,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,1200,152900,159900,162900,169900,169900
Enid,OK,Enid,Garfield County,1201,146700,149900,159900,165000,152645
Cleveland Heights,OH,Cleveland-Elyria,Cuyahoga County,1202,114900,125000,129900,139900,145000
Danville,IL,Danville,Vermilion County,1203,79900,79900,79900,79900,77000
South Brunswick,NJ,New York-Newark-Jersey City,Middlesex County,1204,399945,399945,409900,415000,415000
Bridgewater,NJ,New York-Newark-Jersey City,Somerset County,1205,450000,475000,512500,527000,515000
Beavercreek,OH,Dayton,Greene County,1206,199900,199900,210000,215000,219000
La Porte,IN,Michigan City-La Porte,La Porte County,1207,184900,179900,184900,180950,179900
Grass Valley,CA,Truckee-Grass Valley,Nevada County,1208,439000,449900,457450,462425,469000
Egg Harbor,NJ,Atlantic City-Hammonton,Atlantic County,1209,217900,219450,219900,229450,229000
Bountiful,UT,Ogden-Clearfield,Davis County,1210,370990,369900,359900,375000,385000
Beaumont,CA,Riverside-San Bernardino-Ontario,Riverside County,1211,358000,359836.5,360515,357529,351000
Wallingford,CT,New Haven-Milford,New Haven County,1212,239900,239900,249375,259450,259900
Thomasville,NC,Winston-Salem,Davidson County,1213,125000,125000,130000,134900,144950
Mandeville,LA,New Orleans-Metairie,Saint Tammany Parish,1214,292444,305000,299900,299000,300500
Washington,NJ,Philadelphia-Camden-Wilmington,Gloucester County,1215,209900,202700,215000,220000,219990
Moline,IL,Davenport-Moline-Rock Island,Rock Island County,1216,115000,114900,115000,116450,110000
Altoona,PA,Altoona,Blair County,1217,89900,88000,86500,89900,89900
Everett,MA,Boston-Cambridge-Newton,Middlesex County,1218,458500,459000,447000,445000,446500
Arlington,MA,Boston-Cambridge-Newton,Middlesex County,1219,699000,722000,739000,749000,749000
Country Club,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1220,245000,249000,249000,249999,250000
Lake Stevens,WA,Seattle-Tacoma-Bellevue,Snohomish County,1221,469950,475000,464995,459988,459995
Georgetown,KY,Lexington-Fayette,Scott County,1222,229000,229900,232000,239000,240000
Barnstable,MA,Barnstable Town,Barnstable County,1223,529450,527000,525000,529000,518450
Patchogue,NY,New York-Newark-Jersey City,Suffolk County,1224,349999,349994.5,362999,365000,369000
Austell,GA,Atlanta-Sandy Springs-Roswell,Cobb County,1225,178990,185000,189900,188250,190000
Coachella,CA,Riverside-San Bernardino-Ontario,Riverside County,1226,274974.5,265000,262500,267800,274950
Strongsville,OH,Cleveland-Elyria,Cuyahoga County,1227,250000,249900,255000,258000,266900
Rowland Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1228,768000,768000,776900,768000,763000
Prescott Valley,AZ,Prescott,Yavapai County,1229,3.00E+05,3.00E+05,3.00E+05,314950,309900
Post Falls,ID,Coeur d'Alene,Kootenai County,1230,303209,305900,304309,310000,315603.5
Fairfield,OH,Cincinnati,Butler County,1231,163950,169500,169900,169950,169949.5
Enfield,CT,Hartford-West Hartford-East Hartford,Hartford County,1232,179900,179900,189900,199900,204900
Chesterfield,MI,Detroit-Warren-Dearborn,Macomb County,1233,235250,235000,234997.5,239950,239999
Lakeside,CA,San Diego-Carlsbad,San Diego County,1234,549000,535000,539000,551500,539900
Elkton,MD,Philadelphia-Camden-Wilmington,Cecil County,1235,239900,250000,259900,265000,269000
Burke,VA,Washington-Arlington-Alexandria,Fairfax County,1236,467450,489450,539949.5,5.00E+05,535000
Hackensack,NJ,New York-Newark-Jersey City,Bergen County,1237,276500,269000,269000,293332.5,299700
Attleboro,MA,Providence-Warwick,Bristol County,1238,309900,309000,312900,339700,349500
Newark,CA,San Francisco-Oakland-Hayward,Alameda County,1239,899880,899950,899925,922940,933500
Alamo,TX,McAllen-Edinburg-Mission,Hidalgo County,1240,142739,149900,149900,149500,146000
Cumberland,MD,Cumberland,Allegany County,1241,99900,104450,99900,99900,105000
Haltom City,TX,Dallas-Fort Worth-Arlington,Tarrant County,1242,169900,169900,175000,178000,179900
Gig Harbor,WA,Seattle-Tacoma-Bellevue,Pierce County,1243,589500,594962.5,585000,588465,595000
Webster,NY,Rochester,Monroe County,1244,244900,252490,255495,252450,247445
Euclid,OH,Cleveland-Elyria,Cuyahoga County,1245,77500,78000,79900,82450,84900
Nicholasville,KY,Lexington-Fayette,Jessamine County,1246,252500,249900,259950,259950,265400
Lindenhurst,NY,New York-Newark-Jersey City,Suffolk County,1247,377000,379994.5,399000,399000,395000
Pine Hills,FL,Orlando-Kissimmee-Sanford,Orange County,1248,163122,160000,165000,165000,169000
Winter Springs,FL,Orlando-Kissimmee-Sanford,Seminole County,1249,315000,320000,335000,331950,339900
Manheim,PA,Lancaster,Lancaster County,1250,348054.5,356273,342031.5,342531.5,340472
Freeport,NY,New York-Newark-Jersey City,Nassau County,1251,369000,369000,381500,385000,388500
Pittsfield,MA,Pittsfield,Berkshire County,1252,175450,181900,186700,194900,199900
York,PA,York-Hanover,York County,1253,65000,59900,59900,59900,59997.5
Southington,CT,Hartford-West Hartford-East Hartford,Hartford County,1254,279900,278700,269900,274900,274900
New Bern,NC,New Bern,Craven County,1255,189450,193995,208930,210000,215000
Henrietta,NY,Rochester,Monroe County,1255,184900,199950,186050,194900,194900
Los Lunas,NM,Albuquerque,Valencia County,1257,198000,196842.5,194500,185000,189945
Manchester,NJ,New York-Newark-Jersey City,Ocean County,1258,142000,149000,159900,155000,154900
Kent,OH,Akron,Portage County,1259,154000,166250,172450,174900,160000
Oakland Park,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,1260,253900,255000,265000,273900,274500
Okeechobee,FL,Okeechobee,Okeechobee County,1261,187000,189000,172950,178500,172250
Oxford,MS,Oxford,Lafayette County,1262,259900,252000,255000,259725,259950
Sayreville,NJ,New York-Newark-Jersey City,Middlesex County,1263,319900,319900,319000,320000,319000
Windsor Mill,MD,Baltimore-Columbia-Towson,Baltimore County,1264,212000,214000,219950,220000,220000
Wooster,OH,Wooster,Wayne County,1265,159900,159999.5,163000,169900,175000
Fair Oaks,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,1266,488900,485000,499000,497300,499900
Brunswick,OH,Cleveland-Elyria,Medina County,1267,215000,214995,214995,214990,216495
Monrovia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1268,715000,707450,702000,719950,749000
Prairieville,LA,Baton Rouge,Ascension Parish,1269,274900,274900,276450,288400,287025
Brentwood,TN,Nashville-Davidson--Murfreesboro--Franklin,Williamson County,1270,799000,824450,799000,799900,800990
Walla Walla,WA,Walla Walla,Walla Walla County,1271,298500,299900,299900,310450,322000
Covington,KY,Cincinnati,Kenton County,1272,128450,128250,129250,129900,130000
Rancho Santa Margarita,CA,Los Angeles-Long Beach-Anaheim,Orange County,1273,574950,575000,589000,599999,619500
Concord,NH,Concord,Merrimack County,1274,262400,264900,250000,269900,284000
Peachtree Corners,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,1275,349950,369000,377750,393000,393360
Chesterfield,MO,St. Louis,Saint Louis County,1276,462400,475000,475000,450000,456000
Phenix City,AL,Columbus,Russell County,1277,135000,139900,144900,140490,144900
Texas City,TX,Houston-The Woodlands-Sugar Land,Galveston County,1278,187990,183990,189990,188490,170000
Lake Oswego,OR,Portland-Vancouver-Hillsboro,Clackamas County,1279,749248,749900,775000,775000,776000
Beloit,WI,Janesville-Beloit,Rock County,1280,109900,105000,119900,121900,129900
Hicksville,NY,New York-Newark-Jersey City,Nassau County,1281,517000,510000,528944,549000,549000
Fenton,MI,Flint,Genesee County,1282,240000,231500,235000,245000,251900
Xenia,OH,Dayton,Greene County,1283,159000,143900,154900,174000,176700
Campbell,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1284,1350000,1326990,1345000,1293000,1261500
Lake Mary,FL,Orlando-Kissimmee-Sanford,Seminole County,1285,393990,375000,385000,375000,388000
Raeford,NC,Fayetteville,Hoke County,1286,219949.5,220335,219900,215000,212900
Russellville,AR,Russellville,Pope County,1287,159900,159900,159900,164500,159500
Penn Hills,PA,Pittsburgh,Allegheny County,1288,89900,90000,92500,90000,89900
Arlington,WA,Seattle-Tacoma-Bellevue,Snohomish County,1289,399950,4.00E+05,399475,4.00E+05,409950
Cutler Bay,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1290,322500,328900,320000,319950,320000
Laurel,MS,Laurel,Jones County,1291,119999,115000,127750,129750,122449.5
Wenatchee,WA,Wenatchee,Chelan County,1292,348950,349950,349450,335000,347000
